,record,bad,cumulative bad %,cumulative total %,pred_col
0.235,8,4,36.811128945960405,13.452787258248009,prob_RF
0.236,9,4,37.025147137506686,13.580773606370878,prob_RF
0.237,7,4,37.23916532905297,13.680318543799771,prob_RF
0.238,9,4,37.453183520599254,13.80830489192264,prob_RF
0.239,8,4,37.667201712145534,13.922070534698522,prob_RF
0.24,8,2,37.77421080791867,14.035836177474403,prob_RF
0.241,6,5,38.04173354735153,14.121160409556314,prob_RF
0.242,5,4,38.25575173889781,14.19226393629124,prob_RF
0.243,7,4,38.46976993044409,14.291808873720136,prob_RF
0.244,14,10,39.00481540930979,14.49089874857793,prob_RF
0.245,27,17,39.91439272338149,14.87485779294653,prob_RF
0.246,21,12,40.55644729802033,15.173492605233218,prob_RF
0.247,9,5,40.823970037453186,15.301478953356087,prob_RF
0.248,21,13,41.519529159978596,15.600113765642776,prob_RF
0.249,12,6,41.84055644729802,15.770762229806598,prob_RF
0.25,13,3,42.00107009095773,15.955631399317404,prob_RF
0.251,5,4,42.21508828250401,16.026734926052335,prob_RF
0.252,10,2,42.32209737827715,16.168941979522184,prob_RF
0.253,7,4,42.53611556982344,16.26848691695108,prob_RF
0.254,5,3,42.69662921348314,16.339590443686006,prob_RF
0.255,8,5,42.964151952916,16.453356086461888,prob_RF
0.256,8,5,43.23167469234885,16.567121729237773,prob_RF
0.257,5,4,43.445692883895134,16.638225255972696,prob_RF
0.258,7,4,43.659711075441415,16.737770193401595,prob_RF
0.259,2,1,43.71321562332798,16.766211604095563,prob_RF
0.26,6,3,43.873729266987695,16.851535836177476,prob_RF
0.261,8,1,43.92723381487427,16.965301478953357,prob_RF
0.262,6,4,44.141252006420544,17.050625711035266,prob_RF
0.263,3,2,44.24826110219369,17.093287827076225,prob_RF
0.264,6,2,44.35527019796683,17.178612059158134,prob_RF
0.265,8,4,44.569288389513105,17.29237770193402,prob_RF
0.266,5,3,44.729802033172824,17.36348122866894,prob_RF
0.267,3,1,44.78330658105939,17.4061433447099,prob_RF
0.268,4,2,44.89031567683253,17.46302616609784,prob_RF
0.269,3,2,44.99732477260567,17.505688282138795,prob_RF
0.27,6,1,45.05082932049224,17.591012514220704,prob_RF
0.271,6,3,45.21134296415195,17.676336746302617,prob_RF
0.272,3,2,45.31835205992509,17.71899886234357,prob_RF
0.273,7,4,45.53237025147138,17.818543799772467,prob_RF
0.274,6,3,45.69288389513109,17.90386803185438,prob_RF
0.275,3,2,45.799892990904226,17.946530147895334,prob_RF
0.276,7,5,46.06741573033708,18.046075085324233,prob_RF
0.277,4,4,46.281433921883355,18.102957906712174,prob_RF
0.278,3,1,46.33493846976993,18.14562002275313,prob_RF
0.279,5,1,46.3884430176565,18.216723549488055,prob_RF
0.28,1,1,46.441947565543074,18.23094425483504,prob_RF
0.281,2,1,46.49545211342964,18.25938566552901,prob_RF
0.282,6,1,46.54895666131621,18.344709897610922,prob_RF
0.283,1,0,46.54895666131621,18.35893060295791,prob_RF
0.284,4,2,46.655965757089355,18.41581342434585,prob_RF
0.285,3,2,46.76297485286249,18.458475540386804,prob_RF
0.286,2,2,46.869983948635635,18.486916951080772,prob_RF
0.287,7,4,47.084002140181916,18.58646188850967,prob_RF
0.288,10,6,47.40502942750134,18.728668941979524,prob_RF
0.289,4,2,47.512038523274484,18.785551763367465,prob_RF
0.29,5,2,47.61904761904761,18.85665529010239,prob_RF
0.291,9,5,47.886570358480476,18.984641638225256,prob_RF
0.292,4,1,47.940074906367045,19.041524459613196,prob_RF
0.293,7,7,48.31460674157304,19.14106939704209,prob_RF
0.294,5,3,48.47512038523274,19.21217292377702,prob_RF
0.295,5,4,48.68913857677903,19.283276450511945,prob_RF
0.296,16,9,49.17067950775816,19.51080773606371,prob_RF
0.297,9,5,49.43820224719101,19.638794084186575,prob_RF
0.298,10,5,49.70572498662386,19.78100113765643,prob_RF
0.299,6,5,49.97324772605671,19.866325369738338,prob_RF
0.3,4,3,50.133761369716424,19.923208191126278,prob_RF
0.301,7,4,50.347779561262705,20.022753128555177,prob_RF
0.302,13,6,50.66880684858213,20.20762229806598,prob_RF
0.303,6,2,50.77581594435527,20.292946530147894,prob_RF
0.304,6,3,50.936329588014985,20.378270762229807,prob_RF
0.305,12,5,51.20385232744783,20.54891922639363,prob_RF
0.306,7,5,51.47137506688069,20.648464163822524,prob_RF
0.307,3,2,51.578384162653826,20.691126279863482,prob_RF
0.308,3,1,51.631888710540395,20.733788395904437,prob_RF
0.309,10,7,52.00642054574639,20.875995449374287,prob_RF
0.31,5,3,52.1669341894061,20.947098976109217,prob_RF
0.311,9,5,52.43445692883895,21.07508532423208,prob_RF
0.312,14,9,52.915997859818084,21.274175199089875,prob_RF
0.313,14,8,53.344034242910645,21.473265073947665,prob_RF
0.314,19,10,53.87907972177635,21.743458475540386,prob_RF
0.315,15,6,54.200107009095774,21.956769055745166,prob_RF
0.316,15,9,54.68164794007491,22.170079635949943,prob_RF
0.317,6,2,54.78865703584804,22.255403868031852,prob_RF
0.318,11,7,55.16318887105404,22.41183162684869,prob_RF
0.319,19,10,55.69823434991974,22.68202502844141,prob_RF
0.32,8,5,55.9657570893526,22.795790671217294,prob_RF
0.321,9,6,56.28678437667202,22.923777019340157,prob_RF
0.322,10,4,56.5008025682183,23.06598407281001,prob_RF
0.323,15,5,56.768325307651146,23.27929465301479,prob_RF
0.324,9,6,57.08935259497058,23.407281001137655,prob_RF
0.325,7,5,57.356875334403426,23.506825938566553,prob_RF
0.326,9,6,57.67790262172284,23.634812286689417,prob_RF
0.327,10,5,57.9454253611557,23.77701934015927,prob_RF
0.328,11,6,58.26645264847512,23.93344709897611,prob_RF
0.329,13,6,58.58747993579454,24.118316268486918,prob_RF
0.33,11,6,58.90850722311396,24.274744027303754,prob_RF
0.331,13,8,59.336543606206526,24.459613196814562,prob_RF
0.332,12,2,59.44355270197966,24.630261660978384,prob_RF
0.333,4,0,59.44355270197966,24.687144482366325,prob_RF
0.334,7,4,59.65757089352594,24.78668941979522,prob_RF
0.335,9,6,59.978598180845374,24.914675767918087,prob_RF
0.336,6,2,60.08560727661851,25.0,prob_RF
0.337,6,1,60.139111824505086,25.085324232081913,prob_RF
0.338,10,2,60.24612092027822,25.227531285551763,prob_RF
0.339,9,4,60.4601391118245,25.35551763367463,prob_RF
0.34,9,2,60.56714820759764,25.483503981797494,prob_RF
0.341,8,1,60.620652755484215,25.597269624573375,prob_RF
0.342,11,4,60.8346709470305,25.753697383390218,prob_RF
0.343,6,3,60.99518459069021,25.83902161547213,prob_RF
0.344,7,2,61.102193686463345,25.938566552901023,prob_RF
0.345,8,4,61.31621187800963,26.052332195676907,prob_RF
0.346,8,3,61.47672552166934,26.16609783845279,prob_RF
0.347,4,2,61.58373461744249,26.22298065984073,prob_RF
0.348,4,2,61.690743713215625,26.27986348122867,prob_RF
0.349,5,3,61.85125735687534,26.350967007963593,prob_RF
0.35,4,0,61.85125735687534,26.407849829351537,prob_RF
0.351,6,2,61.95826645264848,26.493174061433443,prob_RF
0.352,14,4,62.172284644194754,26.692263936291237,prob_RF
0.353,9,4,62.386302835741034,26.820250284414104,prob_RF
0.354,4,4,62.60032102728732,26.87713310580205,prob_RF
0.355,8,5,62.86784376672016,26.99089874857793,prob_RF
0.356,10,2,62.974852862493314,27.13310580204778,prob_RF
0.357,7,4,63.188871054039595,27.23265073947668,prob_RF
0.358,9,6,63.50989834135902,27.360637087599542,prob_RF
0.359,7,3,63.670411985018724,27.46018202502844,prob_RF
0.36,8,1,63.7239165329053,27.573947667804322,prob_RF
0.361,5,3,63.88443017656501,27.64505119453925,prob_RF
0.362,7,4,64.09844836811129,27.744596131968148,prob_RF
0.363,8,4,64.31246655965757,27.85836177474403,prob_RF
0.364,7,3,64.47298020331729,27.957906712172925,prob_RF
0.365,6,2,64.57998929909043,28.043230944254837,prob_RF
0.366,7,4,64.7940074906367,28.14277588168373,prob_RF
0.367,6,4,65.00802568218299,28.22810011376564,prob_RF
0.368,11,6,65.32905296950241,28.38452787258248,prob_RF
0.369,6,1,65.38255751738897,28.46985210466439,prob_RF
0.37,9,5,65.65008025682182,28.59783845278726,prob_RF
0.371,6,4,65.86409844836811,28.683162684869167,prob_RF
0.372,5,2,65.97110754414125,28.754266211604097,prob_RF
0.373,9,6,66.29213483146067,28.88225255972696,prob_RF
0.374,9,3,66.45264847512038,29.01023890784983,prob_RF
0.375,7,3,66.6131621187801,29.109783845278724,prob_RF
0.376,5,1,66.66666666666666,29.180887372013654,prob_RF
0.377,8,3,66.82718031032637,29.294653014789535,prob_RF
0.378,9,4,67.04119850187266,29.4226393629124,prob_RF
0.379,6,4,67.25521669341894,29.50796359499431,prob_RF
0.38,5,0,67.25521669341894,29.579067121729235,prob_RF
0.381,10,2,67.36222578919208,29.721274175199092,prob_RF
0.382,8,2,67.46923488496522,29.835039817974973,prob_RF
0.383,8,2,67.57624398073835,29.948805460750854,prob_RF
0.384,7,2,67.6832530765115,30.048350398179753,prob_RF
0.385,7,3,67.84376672017122,30.14789533560865,prob_RF
0.386,8,4,68.0577849117175,30.26166097838453,prob_RF
0.387,8,4,68.27180310326378,30.37542662116041,prob_RF
0.388,7,2,68.37881219903691,30.474971558589303,prob_RF
0.389,10,4,68.5928303905832,30.61717861205916,prob_RF
0.39,6,4,68.80684858212948,30.702502844141073,prob_RF
0.391,5,2,68.91385767790263,30.773606370875996,prob_RF
0.392,5,2,69.02086677367576,30.844709897610922,prob_RF
0.393,4,3,69.18138041733548,30.90159271899886,prob_RF
0.394,2,1,69.23488496522204,30.930034129692835,prob_RF
0.395,3,1,69.28838951310861,30.97269624573379,prob_RF
0.396,5,1,69.34189406099517,31.043799772468716,prob_RF
0.397,3,2,69.44890315676832,31.08646188850967,prob_RF
0.398,5,1,69.5024077046549,31.157565415244598,prob_RF
0.399,12,5,69.76993044408775,31.328213879408416,prob_RF
0.4,3,2,69.87693953986089,31.370875995449378,prob_RF
0.401,8,3,70.0374531835206,31.48464163822526,prob_RF
0.402,5,1,70.09095773140717,31.55574516496018,prob_RF
0.403,10,2,70.19796682718031,31.697952218430036,prob_RF
0.404,8,3,70.35848047084002,31.811717861205917,prob_RF
0.405,4,2,70.46548956661316,31.868600682593858,prob_RF
0.406,7,1,70.51899411449973,31.968145620022753,prob_RF
0.407,5,3,70.67950775815945,32.03924914675768,prob_RF
0.408,6,4,70.89352594970573,32.124573378839585,prob_RF
0.409,10,6,71.21455323702514,32.266780432309446,prob_RF
0.41,25,16,72.07062600321026,32.622298065984076,prob_RF
0.411,11,4,72.28464419475655,32.77872582480091,prob_RF
0.412,4,1,72.33814874264313,32.83560864618885,prob_RF
0.413,22,9,72.81968967362225,33.148464163822524,prob_RF
0.414,26,11,73.40823970037454,33.51820250284414,prob_RF
0.415,17,6,73.72926698769395,33.75995449374289,prob_RF
0.416,10,4,73.94328517924023,33.90216154721274,prob_RF
0.417,13,5,74.21080791867308,34.08703071672355,prob_RF
0.418,8,3,74.3713215623328,34.20079635949943,prob_RF
0.419,4,1,74.42482611021937,34.25767918088737,prob_RF
0.42,3,1,74.47833065810595,34.30034129692833,prob_RF
0.421,10,4,74.69234884965222,34.44254835039818,prob_RF
0.422,15,3,74.85286249331193,34.65585893060295,prob_RF
0.423,18,6,75.17388978063136,34.911831626848695,prob_RF
0.424,11,6,75.49491706795078,35.06825938566553,prob_RF
0.425,12,3,75.65543071161048,35.23890784982935,prob_RF
0.426,9,6,75.97645799892992,35.36689419795222,prob_RF
0.427,8,4,76.19047619047619,35.4806598407281,prob_RF
0.428,12,2,76.29748528624933,35.65130830489192,prob_RF
0.429,8,3,76.45799892990904,35.7650739476678,prob_RF
0.43,4,2,76.56500802568218,35.821956769055745,prob_RF
0.431,10,0,76.56500802568218,35.9641638225256,prob_RF
0.432,6,2,76.67201712145533,36.04948805460751,prob_RF
0.433,2,0,76.67201712145533,36.07792946530148,prob_RF
0.434,13,3,76.83253076511504,36.262798634812285,prob_RF
0.435,16,5,77.10005350454789,36.49032992036405,prob_RF
0.436,8,4,77.31407169609416,36.604095563139936,prob_RF
0.437,9,2,77.42108079186731,36.732081911262796,prob_RF
0.438,5,1,77.47458533975387,36.803185437997726,prob_RF
0.439,7,1,77.52808988764045,36.90273037542662,prob_RF
0.44,9,2,77.63509898341358,37.03071672354949,prob_RF
0.441,8,2,77.74210807918674,37.14448236632537,prob_RF
0.442,6,0,77.74210807918674,37.229806598407286,prob_RF
0.443,7,2,77.84911717495987,37.329351535836174,prob_RF
0.444,6,3,78.00963081861958,37.41467576791809,prob_RF
0.445,2,0,78.00963081861958,37.443117178612056,prob_RF
0.446,9,2,78.11663991439272,37.57110352673493,prob_RF
0.447,7,3,78.27715355805243,37.670648464163826,prob_RF
0.448,6,1,78.330658105939,37.755972696245735,prob_RF
0.449,3,2,78.43766720171215,37.79863481228669,prob_RF
0.45,8,0,78.43766720171215,37.912400455062574,prob_RF
0.451,7,1,78.49117174959872,38.01194539249147,prob_RF
0.452,7,0,78.49117174959872,38.111490329920365,prob_RF
0.453,9,3,78.65168539325843,38.23947667804323,prob_RF
0.454,12,2,78.75869448903157,38.41012514220705,prob_RF
0.455,4,0,78.75869448903157,38.467007963594995,prob_RF
0.456,8,1,78.81219903691814,38.580773606370876,prob_RF
0.457,8,0,78.81219903691814,38.69453924914676,prob_RF
0.458,4,1,78.86570358480472,38.751422070534694,prob_RF
0.459,8,4,79.079721776351,38.865187713310576,prob_RF
0.46,6,0,79.079721776351,38.95051194539249,prob_RF
0.461,10,1,79.13322632423755,39.09271899886234,prob_RF
0.462,3,1,79.18673087212413,39.1353811149033,prob_RF
0.463,5,1,79.24023542001069,39.20648464163822,prob_RF
0.464,4,0,79.24023542001069,39.263367463026164,prob_RF
0.465,2,1,79.29373996789727,39.291808873720136,prob_RF
0.466,4,1,79.34724451578384,39.34869169510808,prob_RF
0.467,2,0,79.34724451578384,39.377133105802045,prob_RF
0.468,1,0,79.34724451578384,39.39135381114903,prob_RF
0.469,7,1,79.40074906367042,39.490898748577926,prob_RF
0.47,2,2,79.50775815944355,39.5193401592719,prob_RF
0.471,3,0,79.50775815944355,39.56200227531286,prob_RF
0.472,4,0,79.50775815944355,39.618885096700794,prob_RF
0.473,2,0,79.50775815944355,39.647326507394766,prob_RF
0.474,4,2,79.61476725521669,39.70420932878271,prob_RF
0.475,7,2,79.72177635098984,39.803754266211605,prob_RF
0.476,4,1,79.7752808988764,39.86063708759954,prob_RF
0.477,4,1,79.82878544676298,39.91751990898749,prob_RF
0.478,10,3,79.98929909042268,40.05972696245734,prob_RF
0.479,3,2,80.09630818619583,40.1023890784983,prob_RF
0.48,6,0,80.09630818619583,40.1877133105802,prob_RF
0.481,7,1,80.14981273408239,40.2872582480091,prob_RF
0.482,3,1,80.20331728196896,40.32992036405006,prob_RF
0.483,5,1,80.25682182985554,40.401023890784984,prob_RF
0.484,4,1,80.3103263777421,40.45790671217293,prob_RF
0.485,10,2,80.41733547351525,40.600113765642774,prob_RF
0.486,7,3,80.57784911717496,40.69965870307167,prob_RF
0.487,5,1,80.63135366506154,40.7707622298066,prob_RF
0.488,10,3,80.79186730872124,40.91296928327645,prob_RF
0.489,3,1,80.84537185660781,40.955631399317404,prob_RF
0.49,5,2,80.95238095238095,41.026734926052335,prob_RF
0.491,5,1,81.00588550026752,41.09783845278726,prob_RF
0.492,1,0,81.00588550026752,41.112059158134244,prob_RF
0.493,4,1,81.05939004815409,41.16894197952218,prob_RF
0.494,4,1,81.11289459604066,41.225824800910125,prob_RF
0.495,3,1,81.16639914392724,41.26848691695108,prob_RF
0.496,1,1,81.2199036918138,41.28270762229806,prob_RF
0.497,8,2,81.32691278758695,41.39647326507394,prob_RF
0.498,4,2,81.43392188336009,41.45335608646189,prob_RF
0.499,3,0,81.43392188336009,41.496018202502846,prob_RF
0.5,5,0,81.43392188336009,41.56712172923777,prob_RF
0.501,5,0,81.43392188336009,41.63822525597269,prob_RF
0.502,3,0,81.43392188336009,41.68088737201365,prob_RF
0.503,8,2,81.54093097913324,41.79465301478953,prob_RF
0.504,6,2,81.64794007490637,41.87997724687145,prob_RF
0.505,4,0,81.64794007490637,41.936860068259385,prob_RF
0.506,4,0,81.64794007490637,41.99374288964733,prob_RF
0.507,8,2,81.75494917067951,42.10750853242321,prob_RF
0.508,4,0,81.75494917067951,42.16439135381115,prob_RF
0.509,9,2,81.86195826645265,42.292377701934015,prob_RF
0.51,8,1,81.91546281433922,42.406143344709896,prob_RF
0.511,9,1,81.96896736222578,42.534129692832764,prob_RF
0.512,6,0,81.96896736222578,42.61945392491467,prob_RF
0.513,4,0,81.96896736222578,42.67633674630262,prob_RF
0.514,6,1,82.02247191011236,42.76166097838453,prob_RF
0.515,4,0,82.02247191011236,42.81854379977247,prob_RF
0.516,5,2,82.1294810058855,42.889647326507394,prob_RF
0.517,12,3,82.2899946495452,43.06029579067122,prob_RF
0.518,5,0,82.2899946495452,43.13139931740614,prob_RF
0.519,7,1,82.34349919743178,43.23094425483504,prob_RF
0.52,6,1,82.39700374531836,43.316268486916954,prob_RF
0.521,7,2,82.5040128410915,43.41581342434584,prob_RF
0.522,3,1,82.55751738897807,43.45847554038681,prob_RF
0.523,3,1,82.61102193686463,43.50113765642776,prob_RF
0.524,6,0,82.61102193686463,43.58646188850967,prob_RF
0.525,9,4,82.8250401284109,43.714448236632535,prob_RF
0.526,7,1,82.87854467629748,43.81399317406143,prob_RF
0.527,8,1,82.93204922418406,43.92775881683731,prob_RF
0.528,3,2,83.03905831995719,43.97042093287827,prob_RF
0.529,5,0,83.03905831995719,44.04152445961319,prob_RF
0.53,6,2,83.14606741573034,44.12684869169511,prob_RF
0.531,6,3,83.30658105939006,44.21217292377702,prob_RF
0.532,2,1,83.36008560727663,44.24061433447099,prob_RF
0.533,4,2,83.46709470304975,44.29749715585893,prob_RF
0.534,2,2,83.57410379882289,44.3259385665529,prob_RF
0.535,6,3,83.7346174424826,44.41126279863481,prob_RF
0.536,2,1,83.78812199036918,44.43970420932878,prob_RF
0.537,5,1,83.84162653825575,44.510807736063704,prob_RF
0.538,7,2,83.94863563402889,44.610352673492606,prob_RF
0.539,6,0,83.94863563402889,44.695676905574516,prob_RF
0.54,5,2,84.05564472980204,44.766780432309446,prob_RF
0.541,11,3,84.21615837346175,44.92320819112628,prob_RF
0.542,7,2,84.32316746923489,45.02275312855517,prob_RF
0.543,8,1,84.37667201712145,45.136518771331055,prob_RF
0.544,5,1,84.43017656500803,45.207622298065985,prob_RF
0.546,6,0,84.43017656500803,45.292946530147894,prob_RF
0.547,4,1,84.48368111289459,45.34982935153584,prob_RF
0.548,5,0,84.48368111289459,45.42093287827076,prob_RF
0.549,7,2,84.59069020866774,45.520477815699664,prob_RF
0.55,6,3,84.75120385232745,45.605802047781566,prob_RF
0.551,8,1,84.80470840021401,45.71956769055745,prob_RF
0.552,5,0,84.80470840021401,45.79067121729238,prob_RF
0.553,4,1,84.85821294810059,45.847554038680315,prob_RF
0.554,6,0,84.85821294810059,45.93287827076223,prob_RF
0.555,10,2,84.96522204387374,46.075085324232084,prob_RF
0.556,6,1,85.0187265917603,46.160409556313994,prob_RF
0.557,1,0,85.0187265917603,46.17463026166098,prob_RF
0.558,6,2,85.12573568753345,46.25995449374289,prob_RF
0.559,5,1,85.17924023542001,46.33105802047782,prob_RF
0.56,6,0,85.17924023542001,46.41638225255973,prob_RF
0.561,3,0,85.17924023542001,46.45904436860068,prob_RF
0.562,2,0,85.17924023542001,46.48748577929465,prob_RF
0.563,9,3,85.33975387907972,46.61547212741752,prob_RF
0.564,4,1,85.39325842696628,46.67235494880546,prob_RF
0.565,8,0,85.39325842696628,46.786120591581344,prob_RF
0.566,4,1,85.44676297485286,46.84300341296928,prob_RF
0.567,12,2,85.553772070626,47.01365187713311,prob_RF
0.568,4,1,85.60727661851257,47.07053469852105,prob_RF
0.569,3,0,85.60727661851257,47.113196814562,prob_RF
0.571,2,0,85.60727661851257,47.141638225255974,prob_RF
0.572,6,1,85.66078116639915,47.22696245733788,prob_RF
0.573,2,0,85.66078116639915,47.255403868031856,prob_RF
0.574,2,1,85.71428571428571,47.28384527872582,prob_RF
0.575,8,2,85.82129481005886,47.3976109215017,prob_RF
0.576,7,4,86.03531300160515,47.497155858930604,prob_RF
0.577,11,6,86.35634028892456,47.653583617747444,prob_RF
0.578,5,1,86.40984483681113,47.72468714448237,prob_RF
0.579,10,1,86.4633493846977,47.86689419795222,prob_RF
0.58,6,0,86.4633493846977,47.95221843003413,prob_RF
0.581,6,2,86.57035848047084,48.03754266211604,prob_RF
0.582,2,1,86.6238630283574,48.06598407281001,prob_RF
0.583,3,2,86.73087212413056,48.10864618885097,prob_RF
0.584,4,0,86.73087212413056,48.165529010238906,prob_RF
0.585,5,1,86.78437667201712,48.236632536973836,prob_RF
0.586,5,2,86.89138576779027,48.30773606370876,prob_RF
0.587,6,2,86.9983948635634,48.39306029579067,prob_RF
0.588,8,0,86.9983948635634,48.50682593856656,prob_RF
0.589,6,2,87.10540395933654,48.592150170648466,prob_RF
0.59,7,1,87.1589085072231,48.69169510807736,prob_RF
0.591,8,2,87.26591760299625,48.80546075085324,prob_RF
0.592,4,0,87.26591760299625,48.86234357224119,prob_RF
0.593,6,1,87.31942215088283,48.94766780432309,prob_RF
0.594,6,0,87.31942215088283,49.032992036405005,prob_RF
0.595,6,1,87.37292669876939,49.118316268486915,prob_RF
0.596,9,3,87.5334403424291,49.24630261660978,prob_RF
0.597,8,1,87.58694489031568,49.36006825938566,prob_RF
0.598,9,1,87.64044943820225,49.48805460750853,prob_RF
0.599,13,3,87.80096308186197,49.67292377701934,prob_RF
0.6,15,1,87.85446762974854,49.88623435722412,prob_RF
0.601,14,4,88.0684858212948,50.08532423208191,prob_RF
0.602,8,3,88.22899946495451,50.19908987485779,prob_RF
0.603,7,1,88.28250401284109,50.29863481228669,prob_RF
0.604,7,2,88.38951310861424,50.39817974971559,prob_RF
0.605,11,2,88.49652220438738,50.55460750853242,prob_RF
0.606,7,0,88.49652220438738,50.65415244596132,prob_RF
0.607,8,0,88.49652220438738,50.7679180887372,prob_RF
0.608,8,1,88.55002675227395,50.881683731513085,prob_RF
0.609,6,1,88.60353130016051,50.96700796359499,prob_RF
0.61,11,5,88.87105403959336,51.123435722411834,prob_RF
0.611,5,1,88.92455858747994,51.19453924914675,prob_RF
0.612,9,2,89.03156768325307,51.32252559726962,prob_RF
0.613,9,2,89.13857677902621,51.4505119453925,prob_RF
0.614,12,1,89.19208132691278,51.62116040955631,prob_RF
0.615,7,2,89.29909042268592,51.720705346985206,prob_RF
0.616,11,1,89.3525949705725,51.877133105802045,prob_RF
0.617,11,4,89.56661316211878,52.03356086461889,prob_RF
0.618,12,1,89.62011771000536,52.2042093287827,prob_RF
0.619,10,1,89.67362225789192,52.346416382252556,prob_RF
0.62,6,2,89.78063135366506,52.431740614334466,prob_RF
0.621,4,0,89.78063135366506,52.48862343572242,prob_RF
0.622,10,2,89.8876404494382,52.63083048919226,prob_RF
0.623,5,1,89.94114499732477,52.701934015927186,prob_RF
0.624,8,1,89.99464954521135,52.815699658703075,prob_RF
0.625,10,2,90.10165864098448,52.95790671217292,prob_RF
0.626,12,2,90.20866773675762,53.12855517633675,prob_RF
0.627,7,1,90.2621722846442,53.22810011376564,prob_RF
0.628,10,3,90.4226859283039,53.370307167235495,prob_RF
0.629,7,0,90.4226859283039,53.4698521046644,prob_RF
0.63,6,2,90.52969502407706,53.5551763367463,prob_RF
0.631,5,0,90.52969502407706,53.62627986348123,prob_RF
0.632,7,1,90.58319957196362,53.725824800910125,prob_RF
0.633,4,2,90.69020866773675,53.78270762229806,prob_RF
0.634,7,2,90.79721776350989,53.882252559726965,prob_RF
0.635,10,0,90.79721776350989,54.02445961319682,prob_RF
0.636,1,0,90.79721776350989,54.0386803185438,prob_RF
0.637,4,1,90.85072231139647,54.09556313993175,prob_RF
0.638,7,0,90.85072231139647,54.19510807736063,prob_RF
0.639,4,0,90.85072231139647,54.25199089874858,prob_RF
0.64,11,2,90.9577314071696,54.40841865756541,prob_RF
0.641,6,1,91.01123595505618,54.49374288964732,prob_RF
0.642,7,2,91.11824505082932,54.59328782707622,prob_RF
0.643,6,1,91.17174959871589,54.67861205915814,prob_RF
0.644,10,0,91.17174959871589,54.82081911262798,prob_RF
0.645,10,5,91.43927233814875,54.96302616609784,prob_RF
0.646,2,0,91.43927233814875,54.991467576791806,prob_RF
0.647,11,2,91.54628143392188,55.147895335608645,prob_RF
0.648,7,0,91.54628143392188,55.24744027303754,prob_RF
0.649,7,2,91.65329052969501,55.346985210466435,prob_RF
0.65,8,0,91.65329052969501,55.460750853242324,prob_RF
0.651,6,1,91.70679507758159,55.54607508532423,prob_RF
0.652,6,1,91.76029962546816,55.631399317406135,prob_RF
0.653,13,0,91.76029962546816,55.816268486916954,prob_RF
0.654,7,1,91.81380417335474,55.91581342434585,prob_RF
0.655,11,2,91.92081326912788,56.07224118316269,prob_RF
0.656,6,2,92.02782236490101,56.15756541524459,prob_RF
0.657,8,2,92.13483146067416,56.27133105802048,prob_RF
0.658,17,0,92.13483146067416,56.51308304891922,prob_RF
0.659,7,1,92.18833600856073,56.612627986348116,prob_RF
0.66,10,0,92.18833600856073,56.754835039817976,prob_RF
0.661,4,0,92.18833600856073,56.81171786120591,prob_RF
0.662,11,2,92.29534510433388,56.968145620022746,prob_RF
0.663,15,2,92.40235420010701,57.18145620022753,prob_RF
0.664,8,1,92.45585874799357,57.29522184300341,prob_RF
0.665,8,2,92.56286784376671,57.40898748577929,prob_RF
0.666,7,0,92.56286784376671,57.508532423208194,prob_RF
0.667,14,3,92.72338148742642,57.707622298065985,prob_RF
0.668,5,0,92.72338148742642,57.778725824800915,prob_RF
0.669,6,0,92.72338148742642,57.86405005688282,prob_RF
0.67,8,1,92.776886035313,57.977815699658706,prob_RF
0.671,8,1,92.83039058319957,58.09158134243459,prob_RF
0.672,5,1,92.88389513108615,58.16268486916951,prob_RF
0.673,5,1,92.93739967897271,58.23378839590444,prob_RF
0.674,9,1,92.99090422685929,58.36177474402731,prob_RF
0.675,4,2,93.09791332263242,58.418657565415245,prob_RF
0.676,9,0,93.09791332263242,58.54664391353811,prob_RF
0.677,5,1,93.151417870519,58.617747440273035,prob_RF
0.678,10,1,93.20492241840557,58.759954493742896,prob_RF
0.679,7,1,93.25842696629213,58.85949943117179,prob_RF
0.68,6,1,93.31193151417871,58.9448236632537,prob_RF
0.681,4,1,93.36543606206527,59.00170648464164,prob_RF
0.682,3,0,93.36543606206527,59.044368600682596,prob_RF
0.683,6,1,93.41894060995185,59.129692832764505,prob_RF
0.684,4,0,93.41894060995185,59.18657565415245,prob_RF
0.685,5,0,93.41894060995185,59.257679180887365,prob_RF
0.686,9,2,93.52594970572498,59.38566552901023,prob_RF
0.687,3,0,93.52594970572498,59.42832764505119,prob_RF
0.688,3,0,93.52594970572498,59.470989761092156,prob_RF
0.689,3,1,93.57945425361156,59.513651877133114,prob_RF
0.69,3,1,93.63295880149812,59.55631399317406,prob_RF
0.691,5,1,93.6864633493847,59.62741751990899,prob_RF
0.692,8,2,93.79347244515785,59.74118316268488,prob_RF
0.693,8,0,93.79347244515785,59.85494880546075,prob_RF
0.694,5,0,93.79347244515785,59.92605233219568,prob_RF
0.695,5,1,93.84697699304441,59.997155858930604,prob_RF
0.696,6,1,93.90048154093098,60.08248009101251,prob_RF
0.697,4,0,93.90048154093098,60.13936291240045,prob_RF
0.698,7,2,94.00749063670412,60.238907849829346,prob_RF
0.699,4,0,94.00749063670412,60.2957906712173,prob_RF
0.7,6,0,94.00749063670412,60.381114903299206,prob_RF
0.701,8,3,94.16800428036383,60.49488054607508,prob_RF
0.702,5,0,94.16800428036383,60.56598407281001,prob_RF
