,record,bad,cumulative bad %,cumulative total %,pred_col
0.673,4,1,75.01337613697164,36.43344709897611,prob_Logistic
0.674,3,0,75.01337613697164,36.47610921501707,prob_Logistic
0.675,2,0,75.01337613697164,36.50455062571103,prob_Logistic
0.676,5,3,75.17388978063136,36.57565415244596,prob_Logistic
0.677,2,0,75.17388978063136,36.604095563139936,prob_Logistic
0.678,4,2,75.28089887640449,36.66097838452787,prob_Logistic
0.679,2,0,75.28089887640449,36.689419795221845,prob_Logistic
0.68,6,1,75.33440342429107,36.774744027303754,prob_Logistic
0.681,8,2,75.4414125200642,36.888509670079635,prob_Logistic
0.682,4,0,75.4414125200642,36.94539249146758,prob_Logistic
0.683,6,1,75.49491706795078,37.03071672354949,prob_Logistic
0.684,6,1,75.54842161583734,37.116040955631405,prob_Logistic
0.685,5,1,75.60192616372392,37.18714448236632,prob_Logistic
0.686,3,1,75.65543071161048,37.229806598407286,prob_Logistic
0.687,3,2,75.76243980738363,37.27246871444824,prob_Logistic
0.688,7,3,75.92295345104334,37.37201365187713,prob_Logistic
0.689,7,6,76.24398073836277,37.47155858930603,prob_Logistic
0.69,4,0,76.24398073836277,37.52844141069397,prob_Logistic
0.691,5,2,76.3509898341359,37.599544937428895,prob_Logistic
0.692,10,1,76.40449438202246,37.74175199089875,prob_Logistic
0.693,5,2,76.51150347779561,37.81285551763368,prob_Logistic
0.694,3,0,76.51150347779561,37.85551763367463,prob_Logistic
0.695,4,1,76.56500802568218,37.912400455062574,prob_Logistic
0.696,5,1,76.61851257356875,37.9835039817975,prob_Logistic
0.697,8,2,76.72552166934189,38.09726962457338,prob_Logistic
0.698,4,2,76.83253076511504,38.15415244596132,prob_Logistic
0.699,5,0,76.83253076511504,38.225255972696246,prob_Logistic
0.7,9,2,76.93953986088817,38.35324232081911,prob_Logistic
0.701,3,1,76.99304440877475,38.395904436860064,prob_Logistic
0.702,6,2,77.10005350454789,38.48122866894198,prob_Logistic
0.703,4,1,77.15355805243446,38.53811149032992,prob_Logistic
0.704,7,0,77.15355805243446,38.63765642775881,prob_Logistic
0.705,3,0,77.15355805243446,38.68031854379977,prob_Logistic
0.706,6,2,77.2605671482076,38.76564277588168,prob_Logistic
0.707,6,2,77.36757624398074,38.8509670079636,prob_Logistic
0.708,6,3,77.52808988764045,38.936291240045506,prob_Logistic
0.709,1,1,77.58159443552702,38.95051194539249,prob_Logistic
0.71,8,1,77.63509898341358,39.06427758816837,prob_Logistic
0.711,6,0,77.63509898341358,39.14960182025028,prob_Logistic
0.712,3,1,77.68860353130016,39.19226393629124,prob_Logistic
0.713,2,0,77.68860353130016,39.22070534698521,prob_Logistic
0.714,4,2,77.7956126270733,39.27758816837315,prob_Logistic
0.715,5,1,77.84911717495987,39.34869169510808,prob_Logistic
0.716,9,4,78.06313536650616,39.47667804323095,prob_Logistic
0.717,11,5,78.330658105939,39.63310580204778,prob_Logistic
0.718,12,4,78.54467629748528,39.803754266211605,prob_Logistic
0.719,11,2,78.65168539325843,39.96018202502844,prob_Logistic
0.72,2,0,78.65168539325843,39.98862343572241,prob_Logistic
0.721,5,0,78.65168539325843,40.05972696245734,prob_Logistic
0.722,7,3,78.81219903691814,40.159271899886235,prob_Logistic
0.723,5,1,78.86570358480472,40.230375426621166,prob_Logistic
0.724,8,1,78.91920813269128,40.34414106939705,prob_Logistic
0.725,5,2,79.02621722846442,40.41524459613196,prob_Logistic
0.726,3,0,79.02621722846442,40.45790671217293,prob_Logistic
0.727,12,5,79.29373996789727,40.62855517633675,prob_Logistic
0.728,8,1,79.34724451578384,40.74232081911263,prob_Logistic
0.729,8,2,79.45425361155698,40.85608646188851,prob_Logistic
0.73,5,1,79.50775815944355,40.92718998862344,prob_Logistic
0.731,6,1,79.56126270733013,41.01251422070535,prob_Logistic
0.732,9,2,79.66827180310327,41.140500568828216,prob_Logistic
0.733,6,0,79.66827180310327,41.225824800910125,prob_Logistic
0.734,5,3,79.82878544676298,41.29692832764505,prob_Logistic
0.735,11,2,79.93579454253612,41.45335608646189,prob_Logistic
0.736,5,0,79.93579454253612,41.52445961319681,prob_Logistic
0.737,10,6,80.25682182985554,41.66666666666667,prob_Logistic
0.738,7,1,80.3103263777421,41.76621160409557,prob_Logistic
0.739,4,0,80.3103263777421,41.823094425483504,prob_Logistic
0.74,6,1,80.36383092562868,41.90841865756541,prob_Logistic
0.741,6,0,80.36383092562868,41.99374288964733,prob_Logistic
0.742,4,0,80.36383092562868,42.050625711035266,prob_Logistic
0.743,6,0,80.36383092562868,42.13594994311718,prob_Logistic
0.744,4,2,80.47084002140183,42.19283276450512,prob_Logistic
0.745,5,1,80.52434456928839,42.26393629124004,prob_Logistic
0.746,6,2,80.63135366506154,42.34926052332196,prob_Logistic
0.747,8,0,80.63135366506154,42.46302616609784,prob_Logistic
0.748,12,1,80.6848582129481,42.63367463026166,prob_Logistic
0.749,4,1,80.73836276083468,42.6905574516496,prob_Logistic
0.75,6,2,80.84537185660781,42.77588168373151,prob_Logistic
0.751,6,0,80.84537185660781,42.86120591581342,prob_Logistic
0.752,3,0,80.84537185660781,42.90386803185438,prob_Logistic
0.753,5,2,80.95238095238095,42.9749715585893,prob_Logistic
0.754,8,2,81.05939004815409,43.08873720136519,prob_Logistic
0.755,6,1,81.11289459604066,43.1740614334471,prob_Logistic
0.756,5,1,81.16639914392724,43.245164960182024,prob_Logistic
0.757,5,0,81.16639914392724,43.316268486916954,prob_Logistic
0.758,2,0,81.16639914392724,43.344709897610926,prob_Logistic
0.759,5,1,81.2199036918138,43.41581342434584,prob_Logistic
0.76,7,2,81.32691278758695,43.515358361774744,prob_Logistic
0.761,7,2,81.43392188336009,43.61490329920364,prob_Logistic
0.762,3,0,81.43392188336009,43.6575654152446,prob_Logistic
0.763,5,1,81.48742643124666,43.72866894197952,prob_Logistic
0.764,5,2,81.5944355270198,43.79977246871445,prob_Logistic
0.765,3,1,81.64794007490637,43.8424345847554,prob_Logistic
0.766,4,2,81.75494917067951,43.899317406143346,prob_Logistic
0.767,9,2,81.86195826645265,44.027303754266214,prob_Logistic
0.768,9,1,81.91546281433922,44.155290102389074,prob_Logistic
0.769,7,1,81.96896736222578,44.254835039817976,prob_Logistic
0.77,8,1,82.02247191011236,44.36860068259386,prob_Logistic
0.771,3,0,82.02247191011236,44.41126279863481,prob_Logistic
0.772,10,4,82.23649010165865,44.55346985210467,prob_Logistic
0.773,4,1,82.2899946495452,44.610352673492606,prob_Logistic
0.774,3,0,82.2899946495452,44.653014789533565,prob_Logistic
0.775,12,2,82.39700374531836,44.82366325369738,prob_Logistic
0.776,9,2,82.5040128410915,44.95164960182025,prob_Logistic
0.777,7,2,82.61102193686463,45.051194539249146,prob_Logistic
0.778,7,1,82.6645264847512,45.15073947667804,prob_Logistic
0.779,7,3,82.8250401284109,45.250284414106936,prob_Logistic
0.78,1,0,82.8250401284109,45.26450511945392,prob_Logistic
0.781,17,6,83.14606741573034,45.50625711035267,prob_Logistic
0.782,59,25,84.48368111289459,46.3452787258248,prob_Logistic
0.783,53,20,85.553772070626,47.098976109215016,prob_Logistic
0.784,11,2,85.66078116639915,47.255403868031856,prob_Logistic
0.785,7,2,85.76779026217228,47.35494880546075,prob_Logistic
0.786,5,0,85.76779026217228,47.42605233219568,prob_Logistic
0.787,5,1,85.82129481005886,47.497155858930604,prob_Logistic
0.788,3,1,85.87479935794543,47.53981797497156,prob_Logistic
0.789,13,4,86.08881754949171,47.72468714448237,prob_Logistic
0.79,27,3,86.24933119315142,48.10864618885097,prob_Logistic
0.791,14,1,86.30283574103798,48.30773606370876,prob_Logistic
0.792,15,4,86.51685393258427,48.52104664391354,prob_Logistic
0.793,14,0,86.51685393258427,48.72013651877133,prob_Logistic
0.794,7,1,86.57035848047084,48.81968145620023,prob_Logistic
0.795,7,2,86.67736757624398,48.919226393629124,prob_Logistic
0.796,10,2,86.78437667201712,49.06143344709898,prob_Logistic
0.797,7,0,86.78437667201712,49.16097838452787,prob_Logistic
0.798,12,2,86.89138576779027,49.3316268486917,prob_Logistic
0.799,12,2,86.9983948635634,49.502275312855524,prob_Logistic
0.8,8,2,87.10540395933654,49.616040955631405,prob_Logistic
0.801,15,0,87.10540395933654,49.829351535836174,prob_Logistic
0.802,9,0,87.10540395933654,49.95733788395905,prob_Logistic
0.803,9,2,87.21241305510968,50.08532423208191,prob_Logistic
0.804,11,2,87.31942215088283,50.241751990898756,prob_Logistic
0.805,8,4,87.5334403424291,50.35551763367463,prob_Logistic
0.806,10,0,87.5334403424291,50.49772468714448,prob_Logistic
0.807,9,2,87.64044943820225,50.62571103526735,prob_Logistic
0.808,7,0,87.64044943820225,50.725255972696246,prob_Logistic
0.809,10,1,87.69395398608881,50.86746302616609,prob_Logistic
0.81,11,5,87.96147672552166,51.02389078498294,prob_Logistic
0.811,7,1,88.01498127340824,51.123435722411834,prob_Logistic
0.812,8,2,88.12199036918138,51.237201365187715,prob_Logistic
0.813,10,4,88.33600856072766,51.37940841865757,prob_Logistic
0.814,10,2,88.4430176565008,51.521615472127415,prob_Logistic
0.815,11,0,88.4430176565008,51.67804323094426,prob_Logistic
0.816,8,0,88.4430176565008,51.791808873720136,prob_Logistic
0.817,7,2,88.55002675227395,51.89135381114903,prob_Logistic
0.818,11,0,88.55002675227395,52.04778156996587,prob_Logistic
0.819,9,0,88.55002675227395,52.17576791808873,prob_Logistic
0.82,11,1,88.60353130016051,52.33219567690558,prob_Logistic
0.821,9,1,88.65703584804709,52.460182025028445,prob_Logistic
0.822,12,5,88.92455858747994,52.63083048919226,prob_Logistic
0.823,11,6,89.24558587479936,52.7872582480091,prob_Logistic
0.824,14,2,89.3525949705725,52.986348122866886,prob_Logistic
0.825,6,2,89.45960406634565,53.07167235494881,prob_Logistic
0.826,11,0,89.45960406634565,53.22810011376564,prob_Logistic
0.827,6,1,89.51310861423221,53.31342434584755,prob_Logistic
0.828,10,2,89.62011771000536,53.455631399317404,prob_Logistic
0.829,15,4,89.83413590155163,53.66894197952219,prob_Logistic
0.83,6,1,89.8876404494382,53.7542662116041,prob_Logistic
0.831,5,1,89.94114499732477,53.82536973833902,prob_Logistic
0.832,12,2,90.0481540930979,53.996018202502846,prob_Logistic
0.833,6,1,90.10165864098448,54.081342434584755,prob_Logistic
0.834,13,5,90.36918138041734,54.26621160409556,prob_Logistic
0.835,7,1,90.4226859283039,54.365756541524455,prob_Logistic
0.836,9,1,90.47619047619048,54.49374288964732,prob_Logistic
0.837,7,1,90.52969502407706,54.59328782707622,prob_Logistic
0.838,10,2,90.63670411985018,54.73549488054608,prob_Logistic
0.839,10,2,90.74371321562332,54.87770193401593,prob_Logistic
0.84,13,4,90.9577314071696,55.062571103526736,prob_Logistic
0.841,14,1,91.01123595505618,55.26166097838453,prob_Logistic
0.842,8,1,91.06474050294275,55.37542662116041,prob_Logistic
0.843,10,1,91.11824505082932,55.51763367463026,prob_Logistic
0.844,11,0,91.11824505082932,55.6740614334471,prob_Logistic
0.845,9,1,91.17174959871589,55.80204778156996,prob_Logistic
0.846,12,2,91.27875869448903,55.972696245733786,prob_Logistic
0.847,8,1,91.3322632423756,56.086461888509675,prob_Logistic
0.848,7,0,91.3322632423756,56.18600682593856,prob_Logistic
0.849,9,1,91.38576779026218,56.31399317406144,prob_Logistic
0.85,6,2,91.49277688603532,56.399317406143346,prob_Logistic
0.851,7,2,91.59978598180845,56.49886234357224,prob_Logistic
0.852,8,0,91.59978598180845,56.612627986348116,prob_Logistic
0.853,12,2,91.70679507758159,56.78327645051194,prob_Logistic
0.854,10,2,91.81380417335474,56.9254835039818,prob_Logistic
0.855,8,2,91.92081326912788,57.039249146757676,prob_Logistic
0.856,9,1,91.97431781701445,57.16723549488054,prob_Logistic
0.857,13,2,92.08132691278759,57.352104664391355,prob_Logistic
0.858,10,1,92.13483146067416,57.4943117178612,prob_Logistic
0.859,4,0,92.13483146067416,57.55119453924915,prob_Logistic
0.86,17,3,92.29534510433388,57.792946530147894,prob_Logistic
0.861,13,1,92.34884965222044,57.977815699658706,prob_Logistic
0.862,16,3,92.50936329588015,58.20534698521047,prob_Logistic
0.863,8,1,92.56286784376671,58.31911262798635,prob_Logistic
0.864,14,1,92.61637239165329,58.51820250284414,prob_Logistic
0.865,5,0,92.61637239165329,58.58930602957907,prob_Logistic
0.866,7,1,92.66987693953986,58.688850967007966,prob_Logistic
0.867,12,0,92.66987693953986,58.85949943117179,prob_Logistic
0.868,11,1,92.72338148742642,59.01592718998862,prob_Logistic
0.869,11,0,92.72338148742642,59.17235494880546,prob_Logistic
0.87,9,1,92.776886035313,59.30034129692833,prob_Logistic
0.871,12,0,92.776886035313,59.470989761092156,prob_Logistic
0.872,13,0,92.776886035313,59.65585893060295,prob_Logistic
0.873,16,1,92.83039058319957,59.88339021615472,prob_Logistic
0.874,8,0,92.83039058319957,59.997155858930604,prob_Logistic
0.875,7,2,92.93739967897271,60.09670079635951,prob_Logistic
0.876,7,1,92.99090422685929,60.1962457337884,prob_Logistic
0.877,12,1,93.04440877474586,60.36689419795221,prob_Logistic
0.878,14,1,93.09791332263242,60.56598407281001,prob_Logistic
0.879,10,2,93.20492241840557,60.708191126279864,prob_Logistic
0.88,13,2,93.31193151417871,60.89306029579067,prob_Logistic
0.881,13,3,93.47244515783841,61.07792946530148,prob_Logistic
0.882,6,0,93.47244515783841,61.16325369738339,prob_Logistic
0.883,4,1,93.52594970572498,61.22013651877133,prob_Logistic
0.884,14,1,93.57945425361156,61.419226393629124,prob_Logistic
0.885,6,3,93.73996789727127,61.50455062571104,prob_Logistic
0.886,13,3,93.90048154093098,61.689419795221845,prob_Logistic
0.887,9,2,94.00749063670412,61.81740614334471,prob_Logistic
0.888,10,0,94.00749063670412,61.959613196814566,prob_Logistic
0.889,9,1,94.0609951845907,62.08759954493743,prob_Logistic
0.89,12,1,94.11449973247727,62.258248009101244,prob_Logistic
0.891,13,0,94.11449973247727,62.44311717861206,prob_Logistic
0.892,15,2,94.22150882825039,62.65642775881683,prob_Logistic
0.893,20,3,94.3820224719101,62.94084186575654,prob_Logistic
0.894,20,3,94.54253611556982,63.225255972696246,prob_Logistic
0.895,13,0,94.54253611556982,63.41012514220705,prob_Logistic
0.896,9,1,94.59604066345639,63.53811149032992,prob_Logistic
0.897,10,0,94.59604066345639,63.68031854379977,prob_Logistic
0.898,14,4,94.81005885500268,63.87940841865757,prob_Logistic
0.899,14,1,94.86356340288926,64.07849829351537,prob_Logistic
0.9,15,0,94.86356340288926,64.29180887372013,prob_Logistic
0.901,18,1,94.91706795077582,64.54778156996586,prob_Logistic
0.902,21,3,95.07758159443553,64.84641638225256,prob_Logistic
0.903,11,1,95.13108614232209,65.00284414106939,prob_Logistic
0.904,14,1,95.18459069020867,65.2019340159272,prob_Logistic
0.905,12,3,95.34510433386838,65.37258248009101,prob_Logistic
0.906,17,0,95.34510433386838,65.61433447098976,prob_Logistic
0.907,11,1,95.39860888175495,65.7707622298066,prob_Logistic
0.908,20,1,95.45211342964151,66.0551763367463,prob_Logistic
0.909,15,1,95.50561797752809,66.26848691695109,prob_Logistic
0.91,13,2,95.61262707330123,66.4533560864619,prob_Logistic
0.911,19,1,95.6661316211878,66.72354948805462,prob_Logistic
0.912,11,0,95.6661316211878,66.87997724687145,prob_Logistic
0.913,20,4,95.88014981273409,67.16439135381115,prob_Logistic
0.914,26,0,95.88014981273409,67.53412969283276,prob_Logistic
0.915,16,1,95.93365436062065,67.76166097838453,prob_Logistic
0.916,15,1,95.98715890850723,67.9749715585893,prob_Logistic
0.917,7,0,95.98715890850723,68.0745164960182,prob_Logistic
0.918,9,1,96.04066345639379,68.20250284414107,prob_Logistic
0.919,14,2,96.14767255216692,68.40159271899886,prob_Logistic
0.92,12,1,96.2011771000535,68.57224118316269,prob_Logistic
0.921,10,0,96.2011771000535,68.71444823663253,prob_Logistic
0.922,18,4,96.41519529159979,68.97042093287827,prob_Logistic
0.923,18,3,96.5757089352595,69.226393629124,prob_Logistic
0.924,14,2,96.68271803103264,69.4254835039818,prob_Logistic
0.925,13,2,96.78972712680579,69.6103526734926,prob_Logistic
0.926,18,2,96.89673622257892,69.86632536973833,prob_Logistic
0.927,17,1,96.95024077046548,70.10807736063708,prob_Logistic
0.928,21,0,96.95024077046548,70.40671217292378,prob_Logistic
0.929,30,1,97.00374531835206,70.83333333333334,prob_Logistic
0.93,27,1,97.05724986623862,71.21729237770194,prob_Logistic
0.931,22,0,97.05724986623862,71.5301478953356,prob_Logistic
0.932,26,2,97.16425896201177,71.89988623435723,prob_Logistic
0.933,23,0,97.16425896201177,72.22696245733789,prob_Logistic
0.934,24,1,97.21776350989833,72.56825938566553,prob_Logistic
0.935,22,0,97.21776350989833,72.8811149032992,prob_Logistic
0.936,21,2,97.32477260567148,73.1797497155859,prob_Logistic
0.937,27,2,97.43178170144462,73.5637087599545,prob_Logistic
0.938,20,0,97.43178170144462,73.8481228668942,prob_Logistic
0.939,15,0,97.43178170144462,74.06143344709898,prob_Logistic
0.94,25,1,97.4852862493312,74.41695108077361,prob_Logistic
0.941,8,1,97.53879079721777,74.53071672354949,prob_Logistic
0.942,20,0,97.53879079721777,74.8151308304892,prob_Logistic
0.943,15,1,97.59229534510433,75.02844141069397,prob_Logistic
0.944,12,1,97.64579989299091,75.19908987485779,prob_Logistic
0.945,24,1,97.69930444087748,75.54038680318543,prob_Logistic
0.946,25,2,97.8063135366506,75.89590443686008,prob_Logistic
0.947,13,2,97.91332263242376,76.08077360637088,prob_Logistic
0.948,19,0,97.91332263242376,76.3509670079636,prob_Logistic
0.949,12,1,97.96682718031032,76.52161547212741,prob_Logistic
0.95,18,0,97.96682718031032,76.77758816837316,prob_Logistic
0.951,22,1,98.0203317281969,77.09044368600682,prob_Logistic
0.952,19,2,98.12734082397003,77.36063708759954,prob_Logistic
0.953,14,1,98.1808453718566,77.55972696245735,prob_Logistic
0.954,27,1,98.23434991974318,77.94368600682594,prob_Logistic
0.955,19,0,98.23434991974318,78.21387940841866,prob_Logistic
0.956,14,0,98.23434991974318,78.41296928327644,prob_Logistic
0.957,23,2,98.34135901551632,78.7400455062571,prob_Logistic
0.958,23,0,98.34135901551632,79.06712172923777,prob_Logistic
0.959,18,0,98.34135901551632,79.3230944254835,prob_Logistic
0.96,23,0,98.34135901551632,79.65017064846417,prob_Logistic
0.961,23,2,98.44836811128947,79.97724687144482,prob_Logistic
0.962,20,3,98.60888175494918,80.26166097838453,prob_Logistic
0.963,32,1,98.66238630283574,80.71672354948805,prob_Logistic
0.964,16,0,98.66238630283574,80.94425483503981,prob_Logistic
0.965,24,0,98.66238630283574,81.28555176336747,prob_Logistic
0.966,27,1,98.7158908507223,81.66951080773607,prob_Logistic
0.967,18,1,98.76939539860888,81.9254835039818,prob_Logistic
0.968,29,0,98.76939539860888,82.33788395904436,prob_Logistic
0.969,34,1,98.82289994649545,82.82138794084186,prob_Logistic
0.97,24,2,98.92990904226859,83.16268486916951,prob_Logistic
0.971,21,1,98.98341359015517,83.4613196814562,prob_Logistic
0.972,31,1,99.03691813804173,83.90216154721274,prob_Logistic
0.973,35,1,99.0904226859283,84.39988623435723,prob_Logistic
0.974,32,1,99.14392723381488,84.85494880546075,prob_Logistic
0.975,33,0,99.14392723381488,85.32423208191126,prob_Logistic
0.976,44,2,99.25093632958801,85.9499431171786,prob_Logistic
0.977,50,0,99.25093632958801,86.66097838452788,prob_Logistic
0.978,51,1,99.30444087747459,87.38623435722411,prob_Logistic
0.979,42,1,99.35794542536117,87.9835039817975,prob_Logistic
0.98,37,1,99.41144997324773,88.50967007963595,prob_Logistic
0.981,39,1,99.4649545211343,89.06427758816837,prob_Logistic
0.982,23,0,99.4649545211343,89.39135381114903,prob_Logistic
0.983,50,2,99.57196361690744,90.10238907849829,prob_Logistic
0.984,25,0,99.57196361690744,90.45790671217291,prob_Logistic
0.985,45,2,99.67897271268058,91.09783845278726,prob_Logistic
0.986,41,1,99.73247726056714,91.68088737201366,prob_Logistic
0.987,36,1,99.78598180845371,92.19283276450511,prob_Logistic
0.988,39,0,99.78598180845371,92.74744027303754,prob_Logistic
0.989,53,1,99.83948635634029,93.50113765642776,prob_Logistic
0.99,37,0,99.83948635634029,94.02730375426621,prob_Logistic
0.991,36,0,99.83948635634029,94.53924914675767,prob_Logistic
0.992,38,2,99.94649545211342,95.07963594994312,prob_Logistic
0.993,47,0,99.94649545211342,95.74800910125141,prob_Logistic
0.994,57,1,100.0,96.55858930602957,prob_Logistic
0.995,69,0,100.0,97.53981797497156,prob_Logistic
0.996,106,0,100.0,99.04721274175199,prob_Logistic
0.997,67,0,100.0,100.0,prob_Logistic
0.114,22,19,1.0165864098448367,0.31285551763367464,prob_RF
0.115,27,25,2.354200107009096,0.6968145620022753,prob_RF
0.116,15,14,3.103263777421081,0.9101251422070534,prob_RF
0.117,6,6,3.4242910647405025,0.9954493742889647,prob_RF
0.119,2,2,3.5313001605136436,1.023890784982935,prob_RF
0.12,7,5,3.7988228999464955,1.1234357224118316,prob_RF
0.121,15,13,4.49438202247191,1.3367463026166098,prob_RF
0.122,2,2,4.601391118245051,1.3651877133105803,prob_RF
0.123,3,3,4.761904761904762,1.4078498293515358,prob_RF
0.124,21,18,5.724986623863028,1.7064846416382253,prob_RF
0.125,30,25,7.062600321027287,2.1331058020477816,prob_RF
0.126,7,6,7.3836276083467105,2.232650739476678,prob_RF
0.127,8,8,7.811663991439273,2.3464163822525594,prob_RF
0.128,9,8,8.239700374531834,2.474402730375427,prob_RF
0.129,3,2,8.346709470304976,2.5170648464163823,prob_RF
0.13,13,12,8.98876404494382,2.70193401592719,prob_RF
0.131,7,6,9.309791332263243,2.8014789533560864,prob_RF
0.132,11,11,9.898341359015516,2.9579067121729237,prob_RF
0.133,5,5,10.165864098448369,3.02901023890785,prob_RF
0.134,3,2,10.272873194221509,3.0716723549488054,prob_RF
0.135,18,13,10.968432316746924,3.3276450511945397,prob_RF
0.136,8,6,11.289459604066346,3.441410693970421,prob_RF
0.137,2,2,11.396468699839486,3.4698521046643913,prob_RF
0.138,8,7,11.771000535045479,3.583617747440273,prob_RF
0.139,2,1,11.824505082932049,3.6120591581342434,prob_RF
0.14,8,5,12.092027822364901,3.7258248009101247,prob_RF
0.141,19,12,12.734082397003746,3.996018202502844,prob_RF
0.142,12,7,13.108614232209737,4.166666666666666,prob_RF
0.143,7,5,13.376136971642591,4.266211604095563,prob_RF
0.144,8,6,13.69716425896201,4.379977246871445,prob_RF
0.145,7,3,13.857677902621724,4.479522184300341,prob_RF
0.146,11,10,14.392723381487427,4.635949943117178,prob_RF
0.147,10,7,14.767255216693421,4.778156996587031,prob_RF
0.148,9,9,15.248796147672552,4.906143344709898,prob_RF
0.149,3,2,15.355805243445692,4.948805460750854,prob_RF
0.15,11,6,15.676832530765115,5.10523321956769,prob_RF
0.151,3,2,15.783841626538257,5.147895335608646,prob_RF
0.152,3,3,15.944355270197965,5.190557451649601,prob_RF
0.153,10,6,16.265382557517388,5.332764505119454,prob_RF
0.154,5,4,16.479400749063668,5.40386803185438,prob_RF
0.155,8,8,16.907437132156232,5.517633674630262,prob_RF
0.156,7,3,17.067950775815945,5.617178612059158,prob_RF
0.157,8,6,17.388978063135365,5.730944254835039,prob_RF
0.158,4,2,17.49598715890851,5.787827076222981,prob_RF
0.159,4,4,17.71000535045479,5.8447098976109215,prob_RF
0.16,10,5,17.97752808988764,5.986916951080774,prob_RF
0.161,5,2,18.084537185660782,6.0580204778157,prob_RF
0.162,1,1,18.138041733547354,6.072241183162685,prob_RF
0.163,5,3,18.298555377207062,6.143344709897611,prob_RF
0.164,12,8,18.726591760299627,6.313993174061433,prob_RF
0.165,9,7,19.101123595505616,6.4419795221843,prob_RF
0.166,3,1,19.154628143392188,6.484641638225256,prob_RF
0.167,5,3,19.3151417870519,6.555745164960182,prob_RF
0.168,4,3,19.475655430711612,6.612627986348123,prob_RF
0.169,7,6,19.796682718031033,6.71217292377702,prob_RF
0.17,3,3,19.957196361690745,6.754835039817975,prob_RF
0.171,3,2,20.064205457463885,6.797497155858931,prob_RF
0.172,6,3,20.224719101123593,6.882821387940842,prob_RF
0.173,8,8,20.652755484216158,6.996587030716723,prob_RF
0.174,5,5,20.92027822364901,7.06769055745165,prob_RF
0.175,4,3,21.080791867308722,7.124573378839591,prob_RF
0.177,2,0,21.080791867308722,7.153014789533561,prob_RF
0.178,2,1,21.13429641519529,7.181456200227531,prob_RF
0.179,7,6,21.455323702514715,7.281001137656427,prob_RF
0.18,1,1,21.508828250401287,7.2952218430034135,prob_RF
0.181,2,2,21.615837346174423,7.323663253697384,prob_RF
0.182,2,2,21.722846441947567,7.352104664391354,prob_RF
0.183,1,1,21.776350989834135,7.366325369738338,prob_RF
0.184,5,3,21.936864633493848,7.437428896473265,prob_RF
0.185,2,0,21.936864633493848,7.465870307167235,prob_RF
0.186,1,0,21.936864633493848,7.48009101251422,prob_RF
0.187,6,4,22.150882825040128,7.5654152445961325,prob_RF
0.188,7,4,22.364901016586412,7.664960182025029,prob_RF
0.189,12,10,22.899946495452113,7.835608646188851,prob_RF
0.19,5,4,23.113964686998393,7.906712172923777,prob_RF
0.191,6,4,23.327982878544677,7.992036405005688,prob_RF
0.192,20,17,24.23756019261637,8.276450511945391,prob_RF
0.193,8,6,24.558587479935795,8.390216154721273,prob_RF
0.194,5,1,24.612092027822367,8.4613196814562,prob_RF
0.195,3,2,24.719101123595504,8.503981797497156,prob_RF
0.196,13,12,25.36115569823435,8.688850967007964,prob_RF
0.197,6,5,25.6286784376672,8.774175199089875,prob_RF
0.198,8,5,25.896201177100053,8.887940841865756,prob_RF
0.199,8,5,26.163723916532906,9.00170648464164,prob_RF
0.2,1,1,26.217228464419474,9.015927189988624,prob_RF
0.201,1,1,26.270733012306046,9.03014789533561,prob_RF
0.202,8,6,26.591760299625467,9.14391353811149,prob_RF
0.203,7,4,26.80577849117175,9.243458475540386,prob_RF
0.204,12,7,27.180310326377743,9.414106939704208,prob_RF
0.205,5,3,27.340823970037455,9.485210466439135,prob_RF
0.206,12,8,27.768860353130016,9.655858930602959,prob_RF
0.207,9,4,27.9828785446763,9.783845278725826,prob_RF
0.208,4,3,28.14339218833601,9.840728100113767,prob_RF
0.209,12,8,28.57142857142857,10.011376564277588,prob_RF
0.21,13,7,28.945960406634562,10.196245733788396,prob_RF
0.211,9,4,29.159978598180846,10.324232081911262,prob_RF
0.212,9,7,29.534510433386842,10.45221843003413,prob_RF
0.213,4,1,29.588014981273407,10.50910125142207,prob_RF
0.214,7,5,29.85553772070626,10.608646188850967,prob_RF
0.215,8,6,30.17656500802568,10.722411831626848,prob_RF
0.216,10,6,30.497592295345104,10.864618885096702,prob_RF
0.217,7,5,30.765115034777956,10.964163822525597,prob_RF
0.218,4,2,30.8721241305511,11.02104664391354,prob_RF
0.219,5,4,31.086142322097377,11.092150170648464,prob_RF
0.22,10,8,31.514178705189945,11.234357224118316,prob_RF
0.221,13,11,32.102728731942214,11.419226393629124,prob_RF
0.222,7,5,32.37025147137507,11.518771331058021,prob_RF
0.223,10,8,32.79828785446763,11.660978384527873,prob_RF
0.224,2,2,32.90529695024077,11.689419795221843,prob_RF
0.225,5,3,33.06581059390048,11.760523321956768,prob_RF
0.226,9,4,33.27982878544676,11.888509670079635,prob_RF
0.227,5,2,33.386837881219904,11.959613196814562,prob_RF
0.228,6,5,33.65436062065276,12.044937428896475,prob_RF
0.229,7,4,33.86837881219903,12.14448236632537,prob_RF
0.23,10,6,34.18940609951846,12.286689419795222,prob_RF
0.231,30,25,35.527019796682715,12.713310580204778,prob_RF
0.232,23,5,35.79454253611557,13.040386803185438,prob_RF
0.233,14,9,36.27608346709471,13.23947667804323,prob_RF
0.234,7,6,36.597110754414125,13.339021615472127,prob_RF
